"Product Type","Product Id","Product Title","Product Version","Product Display Artist","Parent Label","Label","Original Release Date","Release Date","UPC","Catalog #","Product Price Tier","Product Genre","Submission Status","Product C Line","Product P Line","Pre-Order Date","Exclusives","ExplicitLyrics","Product Play Link","Liner Notes","Primary Metadata Language","Compilation","PDF Booklet","Timed Release Date","Timed Release Music Services","Last Process Date","Import Date","Created By","Last Modified","Submitted At","Submitted By","Vevo Channel","TrackType","Track Id","Track Volume","Track Number","Track Name","Track Version","Track Display Artist","Isrc","Track Price Tier","Track Genre","Audio Language","Track C Line","Track P Line","Writers/Composers","Publishers/Collection Societies","Withhold Mechanicals","Pre-Order Type","Instant Gratification Date","Duration","Sample Start Time","Explicit Lyrics","Album Only","Lyrics","Performing Contributors","Non-Performing Contributors","Producers","Full Continuous Mix","Continuously Mixed Individual Song","Track Play Link"
"Audio","67167373b57030fe904f5658","Flashback","","Rest N Piecez","EDM Spotlight","Dirtysnatcha Records","8/1/2023","8/1/2023",="198342479797","DSR97","$0.91 ($1.29 SRLP) - T3","Dubstep","Released","© 2023 DirtySnatcha Records","℗ 2023 DirtySnatcha Records","","","no",,"","English","False","",,,"11/4/2024","11/4/2024","josh.erickson@ingrooves.com","11/4/2024","11/2/2024",,,"AudioTrack","67167373b57030fe904f5657",="1",="1","Flashback","","Rest N Piecez","QZTV32366742","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2023 DirtySnatcha Records","℗ 2023 DirtySnatcha Records","Chris Smith <Writer>, Chris Smith <Composer>","DirtySnatcha Records Publishing <ASCAP>","yes","","","=""00:02:55""","","no","no","Rest N Piecez. Flashback, flashback, flashback, flashback, flashback, flashback, flashback, flashback, flashback, flashback, flashback, flashback, flashback, flashback. Anything clap back. Bass. Flashback. Anything clap that okay. yeah yeah yeah yeah . flashback. Flashback, flashback, flashback, flashback, flashback, flashback, flashback, flashback, flashback, flashback, flashback, flashback, flashback, flashback. Anything clap back. Bass Okay. Flashback anything clap that piecez. flashback anything clap that. Flashback, flashback, flashback, flashback, flashback, flashback, flashback, flashback, flashback, flashback, flashback, flashback, flashback, flashback. Anything clap back. Bass.okay. Flashback anything clap that bass. Okay. Flashback anything clap that","","","Chris Smith","False","False",
"Audio","671673797056a2b18cfd771c","Spectre Season","","Artifact","EDM Spotlight","Dirtysnatcha Records","9/12/2023","9/12/2023",="198342479643","DSR101","$0.91 ($1.29 SRLP) - T3","Dubstep","Released","© 2023 DirtySnatcha Records","℗ 2023 DirtySnatcha Records","","","no",,"","English","False","",,,"10/24/2024","10/24/2024","josh.erickson@ingrooves.com","10/24/2024","10/24/2024",,,"AudioTrack","671673797056a2b18cfd771b",="1",="1","Spectre Season","","Artifact","QZWDD2336449","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2023 DirtySnatcha Records","℗ 2023 DirtySnatcha Records","Jake Davies <Writer>, Jake Davies <Composer>","DirtySnatcha Records Publishing <ASCAP>","yes","","","=""00:03:44""","","no","no","You can't hide from me

You can't hide from me","","","Jake Davies","False","False",
"Audio","6716737c7056a2b18cfd7a6a","Stepbro","","SkInZ feat. Chase the Dream","EDM Spotlight","Dirtysnatcha Records","3/24/2023","3/24/2023",="198342492253","DSR87","$0.91 ($1.29 SRLP) - T3","Dubstep","Released","© 2023 DirtySnatcha Records","℗ 2023 DirtySnatcha Records","","","no",,"","English","False","",,,"11/4/2024","11/4/2024","josh.erickson@ingrooves.com","11/4/2024","11/3/2024",,,"AudioTrack","6716737c7056a2b18cfd7a69",="1",="1","Stepbro","","SkInZ feat. Chase the Dream","USLZJ2310807","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2023 DirtySnatcha Records","℗ 2023 DirtySnatcha Records","Chase Downey <Writer>, Chase Downey <Composer>, Blake Skinner <Writer>, Blake Skinner <Composer>","LAB10 Publishing <BMI>","yes","","","=""00:03:44""","","yes","no","Don't try to play with Me
This seasoned beef 
Is savory
In a Pontiac  smoking blunts we off avery
Please Don't try to criticize me there's a haters fee
Please don't try to analyze me
This a killing spree
Off the rocker
Only thing it really ever seems to be
Off the vodka
Peanut gallery just wanna sip the tea
About that action
Thats the reason why they call me chase the dream
never acting 
Photograph it put me on the movie screens
I been waiting for the light
Bitch im on death row
I'm on these stages
See you way back in the tenth row
I'll be sure to let your girl know when I get home
Raw dog the industry 
Youd think I was it's step bro
They can't let go
They see I'm on 10 toes
She gotta habit I can tell just by her red nose
Stank breath haters
Give they ass a mentos
Every statement that I make
Know I meant those
HaHa 
Skinz and Chase the dream baby","","","Blake Skinner,Chase Downey","False","False",
"Audio","67166ed0b57030fe904f1ed8","Kinda Sus","","Akronym","EDM Spotlight","Dirtysnatcha Records","12/4/2020","12/4/2020",="198342479100","DSR30","$0.91 ($1.29 SRLP) - T3","Dubstep","Released","© 2020 DirtySnatcha Records","℗ 2020 DirtySnatcha Records","","","no",,"","English","False","",,,"10/24/2024","10/24/2024","josh.erickson@ingrooves.com","10/24/2024","10/24/2024",,,"AudioTrack","67166ed0b57030fe904f1ed7",="1",="1","Kinda Sus","","Akronym","GBRKQ2026555","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2020 DirtySnatcha Records","℗ 2020 DirtySnatcha Records","Joseph Torres <Writer>, Joseph Torres <Composer>","DirtySnatcha Records Publishing <ASCAP>","yes","","","=""00:04:12""","","yes","no","Here we go
Akronym seems kinda sus
What are you doing step
Wait a minute, something ain't right
(Yelling)
taste
bro im never the fucking imposter,  it's bullshit bro
here we goooo
akronym seems kinda sus
what are you doing step
wait a minute, something ain't right
(yelling)
taste","","","Joseph Torres","False","False",
"Audio","67166ed97056a2b18cfd41ed","Bringing The Bass","","Scafetta feat. Chase the Dream","EDM Spotlight","Dirtysnatcha Records","2/12/2021","2/12/2021",="198342491348","DSR35","$0.91 ($1.29 SRLP) - T3","Dubstep","Released","© 2021 DirtySnatcha Records","℗ 2021 DirtySnatcha Records","","","no",,"","English","False","",,,"11/6/2024","11/6/2024","josh.erickson@ingrooves.com","11/6/2024","11/5/2024",,,"AudioTrack","67166ed97056a2b18cfd41ec",="1",="1","Bringing The Bass","","Scafetta feat. Chase the Dream","QZ5FN2153036","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2021 DirtySnatcha Records","℗ 2021 DirtySnatcha Records","David Scafetta <Writer>, David Scafetta <Composer>, Chase Downey <Writer>, Chase Downey <Composer>","LAB10 Publishing <BMI>","yes","","","=""00:03:18""","","no","no","Life a battlefield 
When living with these lavishes
Ill take a tab of acid
Feel it make me way more talented
Life has balances
But sipping from these chalices
The cause of my paralysis
With catalyst hands ill handle it
We back in the trenches
We down in the dirt
Heart full of hurt
We stuck in our ways
Dont do it for fame
We do it for yall
We Bringing the bass
We back in the trenches
We bring Bringing the bass
Scafetta be bringing the bass
Hallucinations 
Got me thinking im crazy
Just rave my day away tripping with the prettiest ladies
So underrated always faded
Everydays a vacation
Worked hard for this moment way too long ive been waiting
We back in the trenches
We down in the dirt
Heart full of hurt
We stuck in our ways
Dont do it for fame
We do it for yall
We Bringing the bass
We back in the trenches

We bring Bringing the bass
Scafetta be bringing the bass","","","David Scafetta,Chase Downey","False","False",
"Audio","67166ed47056a2b18cfd40eb","BIG UPS","","RAZR, Vastive","EDM Spotlight","Dirtysnatcha Records","9/18/2020","9/18/2020",="198342478684","DSR24","$0.91 ($1.29 SRLP) - T3","Dubstep","Released","© 2020 DirtySnatcha Records","℗ 2020 DirtySnatcha Records","","","no",,"","English","False","",,,"11/4/2024","11/4/2024","josh.erickson@ingrooves.com","11/4/2024","11/2/2024",,,"AudioTrack","67166ed47056a2b18cfd40ea",="1",="1","BIG UPS","","RAZR, Vastive","USLZJ2023938","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2020 DirtySnatcha Records","℗ 2020 DirtySnatcha Records","Joel Hinch <Writer>, Joel Hinch <Composer>, Samuel Vargas <Writer>, Samuel Vargas <Composer>","LAB10 Publishing <BMI>","yes","","","=""00:04:03""","","no","no","Big ups to the hardest yet. Are you ready. Do it. Clear. Yeah. Big ups. Big ups to the hardest. Run it up. Yeah. What do you feel. Check. Yeah. Check. Its to the hardest. Ooh oh. Oooh. Big ups to the hardest yet. Area you ready. Big ups to the hardest yeah. Psych. Yeah. Run it up. Big ups to the harest yeah yeah yeah big ups. Switch the beat beat on em. Yeah. Yeah. Big ups to the hardest.","","","Joel Hinch,Samuel Vargas","False","False",
"Audio","67166edd7056a2b18cfd41f8","Bluntz","","Flatland Funk feat. Blupill","EDM Spotlight","Dirtysnatcha Records","12/21/2020","12/21/2020",="198342491294","DSR31","$0.91 ($1.29 SRLP) - T3","Dubstep","Released","© 2020 DirtySnatcha Records","℗ 2020 DirtySnatcha Records","","","no",,"","English","False","",,,"11/6/2024","11/6/2024","josh.erickson@ingrooves.com","11/6/2024","11/5/2024",,,"AudioTrack","67166edd7056a2b18cfd41f7",="1",="1","Bluntz","","Flatland Funk feat. Blupill","GBRKQ2041356","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2020 DirtySnatcha Records","℗ 2020 DirtySnatcha Records","Jared Anderson <Writer>, Jared Anderson <Composer>, Daniel Bartake <Writer>, Daniel Bartake <Composer>","LAB10 Publishing <BMI>","yes","","","=""00:03:37""","","yes","no","Flatland!
Mister funk
Blue pill!
Man on the muck!
Ain't nobody messing with the pill!
Big bitch you know I always keep it real!
Said the wrong words, but still!
I'm smokin' every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal
Bitch, I'm smokin' every meal, every meal, every meal, every meal, every meal, every meal
Every meal, every meal
Bitch, I'm smokin' every meal
I feel
Smokin' down Flatline
Ain't nobody messin' with the pill
Bitch, bitch, you know I always keep it real
Say the wrong word, need my skill
Never pass around the blunt
Bitch, I'm smokin' every meal
Every meal, every meal
Bitch, I'm smokin' every meal
Every meal, every meal
Bitch, I'm smokin' every meal
I feel
Smokin' down I feel
Bitch, I'm smokin' every meal
I feel
Smokin' down I feel","","","Jared Anderson,Daniel Bartake","False","False",
"Audio","67166ee4126997c258b6d88f","Chin Check","","Spiritual Gangsters","EDM Spotlight","Dirtysnatcha Records","4/24/2020","4/24/2020",="198342476383","DSR08","$0.91 ($1.29 SRLP) - T3","Dubstep","Released","© 2020 DirtySnatcha Records","℗ 2020 DirtySnatcha Records","","","no",,"","English","False","",,,"11/4/2024","11/4/2024","josh.erickson@ingrooves.com","11/4/2024","11/4/2024",,,"AudioTrack","67166ee4126997c258b6d88e",="1",="1","Chin Check","","Spiritual Gangsters","GBWUL2075629","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2020 DirtySnatcha Records","℗ 2020 DirtySnatcha Records","Derek Glowacki <Writer>, Derek Glowacki <Composer>","DirtySnatcha Records Publishing <ASCAP>","yes","","","=""00:03:25""","","no","no","get your chin check. Get your chin check. Get your chin check","","","Derek Glowacki","False","False",
"Audio","67166ee57056a2b18cfd4426","Westside Rollin","CHRMNDRS Remix","DirtySnatcha","EDM Spotlight","Dirtysnatcha Records","11/15/2019","11/15/2019",="198342475133","DSR03","$0.91 ($1.29 SRLP) - T3","Dubstep","Released","© 2019 DirtySnatcha Records","℗ 2019 DirtySnatcha Records","","","no",,"","English","False","",,,"10/31/2024","10/31/2024","josh.erickson@ingrooves.com","10/31/2024","10/31/2024",,,"AudioTrack","67166ee57056a2b18cfd4425",="1",="1","Westside Rollin","CHRMNDRS Remix","DirtySnatcha","GBWUL1920889","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2019 DirtySnatcha Records","℗ 2019 DirtySnatcha Records","Leigh Bray <Writer>, Leigh Bray <Composer>","LAB10 Publishing <BMI>","yes","","","=""00:02:52""","","no","no","Westside Westiside side rollin and I'm ducking when i see smoke. chrmndrs.","","","Leigh Bray,Christopher Legris","False","False",
"Audio","67166ed67056a2b18cfd40ef","Clapped","","SkInZ feat. Emmbers","EDM Spotlight","Dirtysnatcha Records","1/22/2021","1/22/2021",="198342491324","DSR34","$0.91 ($1.29 SRLP) - T3","Dubstep","Released","© 2021 DirtySnatcha Records","℗ 2021 DirtySnatcha Records","","","no",,"","English","False","",,,"11/4/2024","11/4/2024","josh.erickson@ingrooves.com","11/4/2024","11/3/2024",,,"AudioTrack","67166ed67056a2b18cfd40ee",="1",="1","Clapped","","SkInZ feat. Emmbers","QZ5FN2121223","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2021 DirtySnatcha Records","℗ 2021 DirtySnatcha Records","Victoria Hill <Writer>, Blake Skinner <Writer>, Blake Skinner <Composer>","DirtySnatcha Records Publishing <ASCAP>","yes","","","=""00:03:05""","","yes","no","Clapped bitch. oohhhh ohhh ohhh ohh oh. oh ohhh. ohhh. oh oh ohh ohh heyyy heyy hey. oh oh oh oh. ohhhh oh. Psyche. Ohh ohhh. bitch. oh oh oh ohhh. clapped bitch. oh oh ohh. Psyche","","","Blake Skinner","False","False",
"Audio","67166ed7126997c258b6d86d","Demon Hunter","","Zubah","EDM Spotlight","Dirtysnatcha Records","5/22/2020","5/22/2020",="198342478141","DSR16","$0.91 ($1.29 SRLP) - T3","Dubstep","Released","© 2020 DirtySnatcha Records","℗ 2020 DirtySnatcha Records","","","no",,"","English","False","",,,"10/29/2024","10/29/2024","josh.erickson@ingrooves.com","10/29/2024","10/29/2024",,,"AudioTrack","67166ed7126997c258b6d86c",="1",="1","Demon Hunter","","Zubah","QZ5FN2003847","$0.91 ($1.29 SRLP) - T3","Dubstep","No Linguistic Content","© 2020 DirtySnatcha Records","℗ 2020 DirtySnatcha Records","Theo Zubah <Writer>, Theo Zubah <Composer>","LAB10 Publishing <BMI>","yes","","","=""00:03:45""","","no","no","","","","Theo Zubah","False","False",
"Audio","67166ee7b57030fe904f20cb","Wake Up","","LUC","EDM Spotlight","Dirtysnatcha Records","5/19/2020","5/19/2020",="198342476710","DSR15","$0.91 ($1.29 SRLP) - T3","Dubstep","Released","© 2020 DirtySnatcha Records","℗ 2020 DirtySnatcha Records","","","no",,"","English","False","",,,"10/31/2024","10/31/2024","josh.erickson@ingrooves.com","10/31/2024","10/31/2024",,,"AudioTrack","67166ee7b57030fe904f20ca",="1",="1","Wake Up","","LUC","QZ5FN2003053","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2020 DirtySnatcha Records","℗ 2020 DirtySnatcha Records","Lucas Powers <Writer>, Lucas Powers <Composer>","DirtySnatcha Records Publishing <ASCAP>","yes","","","=""00:03:02""","","no","no","L U  C. When I wake up. Take me away","","","Lucas Powers","False","False",
"Audio","67166ee77056a2b18cfd442a","Need U","Dobadlyy Remix","DirtySnatcha, Autokorekt","EDM Spotlight","Dirtysnatcha Records","1/8/2021","1/8/2021",="198342491317","DSR33","$0.91 ($1.29 SRLP) - T3","Dubstep","Released","© 2021 DirtySnatcha Records","℗ 2021 DirtySnatcha Records","","","no",,"","English","False","",,,"10/30/2024","10/30/2024","josh.erickson@ingrooves.com","10/30/2024","10/30/2024",,,"AudioTrack","67166ee77056a2b18cfd4429",="1",="1","Need U","Dobadlyy Remix","DirtySnatcha, Autokorekt","QZ5FN2114150","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2021 DirtySnatcha Records","℗ 2021 DirtySnatcha Records","Leigh Bray <Writer>, Leigh Bray <Composer>, Anthony Autolino <Writer>, Anthony Autolino <Composer>","LAB10 Publishing <BMI>","yes","","","=""00:04:00""","","no","no","I need all of you. I need you. I need you. you you you. I need all of you. Drop wobbles and rocks before the bass hits. Lets Go. I need you you you. I need you you. Drop the wobbles and rocks before the bass hits. Lets get it. I need all of you. I need you. I need you you you. I need you I need all of you. I need you. I need you. Drop the wobble I need 

it's time to maush
its time to maush
its time to maush
its time to maush","","","Joseph Shestko,Michael Stevens","False","False",
"Audio","6716728db57030fe904f4bc3","Riptide","","David Vance, Blue","EDM Spotlight","Dirtysnatcha Records","7/1/2022","7/1/2022",="198342508046","DSR64","$0.91 ($1.29 SRLP) - T3","Dubstep","Released","© 2022 DirtySnatcha Records","℗ 2022 DirtySnatcha Records","","","no",,"","English","False","",,,"10/29/2024","10/29/2024","josh.erickson@ingrooves.com","10/29/2024","10/29/2024",,,"AudioTrack","6716728db57030fe904f4bc2",="1",="1","Riptide","","David Vance, Blue","GBRKQ2211179","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2022 DirtySnatcha Records","℗ 2022 DirtySnatcha Records","Christopher Michael Harris <Writer>, Christopher Michael Harris <Composer>, David Austin Vance <Writer>, David Austin Vance <Composer>","LAB10 Publishing <BMI>","yes","","","=""00:03:18""","","no","no","I keep on trying to swim but I drift away 

There’s sometime about you memory I can’t escape 

You’re flooding my head and I’m starting to drown 

I’m reaching for air but you’re pulling me down 

You’re my riptide ahhh ide ahhh ide 

You’re my riptide ahhh ide ahhh ide 

You’re my riptide 

I know that it’s been years but it’s feeling like days…

There’s sometime about your memory I can’t replace…

You’re flooding my head and I’m starting to drown 

I’m reaching for air but you’re pulling me down 

You’re my riptide ahhh ide ahhh ide 

You’re my riptide ahhh ide ahhh ide 

You’re my riptide","","","Christopher Michael Harris,David Austin Vance","False","False",
"Audio","6716728d126997c258b6fe0c","Suffer","","Phobos & Deimos","EDM Spotlight","Dirtysnatcha Records","9/2/2022","9/2/2022",="198342503287","DSR73","$0.91 ($1.29 SRLP) - T3","Dubstep","Released","© 2022 DirtySnatcha Records","℗ 2022 DirtySnatcha Records","","","no",,"","English","False","",,,"11/4/2024","11/4/2024","josh.erickson@ingrooves.com","11/4/2024","11/2/2024",,,"AudioTrack","6716728d126997c258b6fe0b",="1",="1","Suffer","","Phobos & Deimos","QZTRX2218697","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2022 DirtySnatcha Records","℗ 2022 DirtySnatcha Records","Sebastian Estevanott <Writer>, Sebastian Estevanott <Composer>, Bardy Estevanott <Writer>, Bardy Estevanott <Composer>","DirtySnatcha Records Publishing <ASCAP>","yes","","","=""00:02:55""","","no","no","How many sins have you committed against me? Your soul is mine. Suffer. Suffer. Your sould is mine. I'll see you suffer as I have suffered. Your sould is mine. Your soul is mine","","","Sebastian Estevanott,Bardy Estevanott","False","False",
"Audio","6716728eb57030fe904f4c9b","Riddim Whistle","","Dennett","EDM Spotlight","Dirtysnatcha Records","7/4/2022","7/4/2022",="198342507902","DSR62","$0.91 ($1.29 SRLP) - T3","Dubstep","Released","© 2022 DirtySnatcha Records","℗ 2022 DirtySnatcha Records","","","no",,"","English","False","",,,"10/29/2024","10/29/2024","josh.erickson@ingrooves.com","10/29/2024","10/29/2024",,,"AudioTrack","6716728eb57030fe904f4c9a",="1",="1","Riddim Whistle","","Dennett","GBRKQ2204623","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2022 DirtySnatcha Records","℗ 2022 DirtySnatcha Records","Denny Kouri <Writer>, Denny Kouri <Composer>","DirtySnatcha Records Publishing <ASCAP>","yes","","","=""00:02:17""","","yes","no","fuck that
fuck that","","","Denny Kouri","False","False",
"Audio","6716728e126997c258b6fe10","As I Am","","Cabuizee, Raddix","EDM Spotlight","Dirtysnatcha Records","6/17/2022","6/17/2022",="198342504413","DSR69","$0.91 ($1.29 SRLP) - T3","Dubstep","Released","© 2022 DirtySnatcha Records","℗ 2022 DirtySnatcha Records","","","no",,"","English","False","",,,"10/28/2024","10/28/2024","josh.erickson@ingrooves.com","10/28/2024","10/28/2024",,,"AudioTrack","6716728e126997c258b6fe0f",="1",="1","As I Am","","Cabuizee, Raddix","GBRKQ2245754","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2022 DirtySnatcha Records","℗ 2022 DirtySnatcha Records","Joshua Martin <Writer>, Joshua Martin <Composer>, Michael Caabay <Writer>, Michael Caabay <Composer>","LAB10 Publishing <BMI>","yes","","","=""00:03:05""","","no","no","He. Is. You ain't the first stop on this journey for me. And I don't wanna go further. I'm running low on gasoline. And I find beauty in the madness. Through the sadness, I saw the light come through. Am I judging myself on what I can't help? I found myself in. You take me as I am, and I love you for who you are.

Just take me aside. Yeah. Me.

You take me as I am. I love you for who you are. You take me as I am. Oh.

I still love you for who you are. Just take me as I am. And he. I can think of a million reasons why I'm no good for you. I'm blessed to be bad with you. I'd be lying if that ever stopped me from running to you. Ain't that the truth? I just keep on over. You won't see my pain.

I'm trying my best to be myself again. Your sabotage could bring me back to life. Make me and my. I love you, love you, I love you. I'll take you if you want. Take me as I am. I know how I love you, but with you, I just take me as I am.

You're the...

Thing. And I mean, I love you. You. You make me as I am.

I still love you for who you are. Just take me as I... You. Oh, hey.","","","Joashua Martin,Michael Caabay","False","False",
"Audio","6716729f126997c258b6ff0e","Scorpion","","Torcha","EDM Spotlight","Dirtysnatcha Records","5/23/2022","5/23/2022",="198342501160","DSR57","$0.91 ($1.29 SRLP) - T3","Dubstep","Released","© 2022 DirtySnatcha Records","℗ 2022 DirtySnatcha Records","","","no",,"","English","False","",,,"11/4/2024","11/4/2024","josh.erickson@ingrooves.com","11/4/2024","11/3/2024",,,"AudioTrack","6716729f126997c258b6ff0d",="1",="1","Scorpion","","Torcha","GBRKQ2202745","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2022 DirtySnatcha Records","℗ 2022 DirtySnatcha Records","Mike Gomes <Writer>, Mike Gomes <Composer>","LAB10 Publishing <BMI>","yes","","","=""00:03:21""","","no","no","Aye Yo. ugh. one. ugh. Aye yo. ugh. one. ugh. Aye yo. Aye. ugh. huh. Aye yo. ugh","","","Mikr Gomes","False","False",
"Audio","671673757056a2b18cfd7710","WDGAF","","CRiiOZ","EDM Spotlight","Dirtysnatcha Records","9/26/2023","9/26/2023",="197999026187","DSR102","$0.91 ($1.29 SRLP) - T3","Dubstep","Released","© 2023 DirtySnatcha Records","℗ 2023 DirtySnatcha Records","","","no",,"","English","False","",,,"10/24/2024","10/24/2024","josh.erickson@ingrooves.com","10/24/2024","10/24/2024",,,"AudioTrack","671673757056a2b18cfd770f",="1",="1","WDGAF","","CRiiOZ","QZWDE2357423","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2023 DirtySnatcha Records","℗ 2023 DirtySnatcha Records","Colton Maynard <Writer>, Colton Maynard <Composer>","LAB10 Publishing <BMI>","yes","","","=""00:02:14""","","yes","no","On my count 
There are many dead here
We don’t give a fuck 
hoe
Hoe
We don’t give a 
hoe
Hoe 
 We don’t give a 
hoe
Hoe 
We don’t give a 
hoe
Hoe
We don’t give a 
CRiiOZ","","","Colton Maynard","False","False",
"Audio","6716750a7056a2b18cfd8f69","WTF","","BBX, Sloth","EDM Spotlight","Dirtysnatcha Records","4/12/2024","4/12/2024",="198342356135","DSR131","$0.91 ($1.29 SRLP) - T3","Dubstep","Released","© 2024 DirtySnatcha Records","℗ 2024 DirtySnatcha Records","","","no",,"","English","False","",,,"10/24/2024","10/24/2024","josh.erickson@ingrooves.com","10/24/2024","10/23/2024",,,"AudioTrack","6716750a7056a2b18cfd8f68",="1",="1","WTF","","BBX, Sloth","GBRKQ2471312","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2024 DirtySnatcha Records","℗ 2024 DirtySnatcha Records","Brandon Baichoo <Writer>, Brandon Baichoo <Composer>, Jordan Reid <Writer>, Jordan Reid <Composer>","LAB10 Publishing <BMI>","yes","","","=""00:03:12""","","yes","no","what what what what the

what
what
what
what
bitch

what what what what the 
what
what
what
what
bitch","","","Jordan Reid,Brandon Baichoo","False","False",
"Audio","671672a2126997c258b6ff1e","Danger","Remixes","JAYSYX, AG","EDM Spotlight","Dirtysnatcha Records","7/19/2021","7/19/2021",="198342496428","DSR41","$4.20 ($5.99 SRLP) - S6","Dubstep","Released","© 2021 DirtySnatcha Records","℗ 2021 DirtySnatcha Records","","","no",,"","English","False","",,,"11/4/2024","11/4/2024","josh.erickson@ingrooves.com","11/4/2024","11/2/2024",,,"AudioTrack","671672a2126997c258b6ff19",="1",="1","Danger","Adam Annella Remix","JAYSYX, AG","GBRKQ2133612","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2021 DirtySnatcha Records","℗ 2021 DirtySnatcha Records","Jordan McLaughlin <Writer>, Jordan McLaughlin <Composer>, Andrew Garcia <Writer>, Andrew Garcia <Composer>","LAB10 Publishing <BMI>","yes","","","=""00:02:17""","","no","no","DANGER Code  wait a second Danger
ugh System ugh
Danger System wait a second, danger
Danger Code wait a second Danger ugh
system agh system","","","Jordan McLaughlin,Andrew Garcia","False","False",
"Audio","671672a2126997c258b6ff1e","Danger","Remixes","JAYSYX, AG","EDM Spotlight","Dirtysnatcha Records","7/19/2021","7/19/2021",="198342496428","DSR41","$4.20 ($5.99 SRLP) - S6","Dubstep","Released","© 2021 DirtySnatcha Records","℗ 2021 DirtySnatcha Records","","","no",,"","English","False","",,,"11/4/2024","11/4/2024","josh.erickson@ingrooves.com","11/4/2024","11/2/2024",,,"AudioTrack","671672a2126997c258b6ff1a",="1",="2","Danger","Kamas Remix","JAYSYX, AG","GBRKQ2133617","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2021 DirtySnatcha Records","℗ 2021 DirtySnatcha Records","Jordan McLaughlin <Writer>, Jordan McLaughlin <Composer>, Andrew Garcia <Writer>, Andrew Garcia <Composer>","LAB10 Publishing <BMI>","yes","","","=""00:03:20""","","no","no","Code invalid system failure. Wait a second. Danger. System failure. Wait a second. Wait a. Here we go. failure. wait a. Code indvalid. System failure. Wait a second. Danger. System Failure. wait a sec","","","Jordan McLaughlin,Andrew Garcia","False","False",
"Audio","671672a2126997c258b6ff1e","Danger","Remixes","JAYSYX, AG","EDM Spotlight","Dirtysnatcha Records","7/19/2021","7/19/2021",="198342496428","DSR41","$4.20 ($5.99 SRLP) - S6","Dubstep","Released","© 2021 DirtySnatcha Records","℗ 2021 DirtySnatcha Records","","","no",,"","English","False","",,,"11/4/2024","11/4/2024","josh.erickson@ingrooves.com","11/4/2024","11/2/2024",,,"AudioTrack","671672a2126997c258b6ff1b",="1",="3","Danger","Shoku Remix","JAYSYX, AG","GBRKQ2133619","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2021 DirtySnatcha Records","℗ 2021 DirtySnatcha Records","Jordan McLaughlin <Writer>, Jordan McLaughlin <Composer>, Andrew Garcia <Writer>, Andrew Garcia <Composer>","LAB10 Publishing <BMI>","yes","","","=""00:03:00""","","yes","no","Shoku, Code Invalid. System Failure. Wait a second. Yeah. What the. I'm the boss. Code Invalid. System Failure. Hahaha. Fuck. Huh. Code Invalid system Failure","","","Jordan McLaughlin,Andrew Garcia","False","False",
